0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,42
43,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
64,64
65,65
66,66
67,67
68,68
69,69
70,70
71,71
72,72
73,73
74,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
84,84
85,85
86,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
121,121
122,122
123,123
124,124
125,125
126,126
127,127
128,128
129,129
130,130
131,131
132,132
133,133
134,134
135,135
136,136
137,137
138,138
139,139
140,140
141,141
142,142
143,143
144,144
145,145
146,146
147,147
148,148
149,149
150,150
151,151
152,152
153,153
154,154
155,155
156,156
157,157
158,158
159,159
160,160
161,161
162,162
163,163
164,164
165,165
166,166
167,167
168,168
169,169
170,170
171,171
172,172
173,173
174,174
175,175
176,176
177,177
178,178
179,179
180,180
181,181
182,182
183,183
184,184
185,185
186,186
187,187
188,188
189,189
190,190
191,191
192,192
193,193
194,194
195,195
196,196
197,197
198,198
199,199
200,200
201,201
202,202
203,203
204,204
205,205
206,206
207,207
208,208
209,209
210,210
211,211
212,212
213,213
214,214
215,215
216,216
217,217
218,218
219,219
220,220
221,221
222,222
223,223
224,224
225,225
226,226
227,227
228,228
229,229
230,230
231,231
232,232
233,233
234,234
235,235
236,236
237,237
238,238
239,239
240,240
241,241
242,242
243,243
244,244
245,245
246,246
247,247
248,248
249,249
250,250
251,251
252,252
253,253
254,254
255,255
256,256
257,257
258,258
259,259
260,260
261,261
262,262
263,263
264,264
265,265
266,266
267,267
268,268
269,269
270,270
271,271
272,272
273,273
274,274
275,275
276,276
277,277
278,278
279,279
280,280
281,281
282,282
283,283
284,284
285,285
286,286
287,287
288,288
289,289
290,290
291,291
292,292
293,293
294,294
295,295
296,296
297,297
298,298
299,299
300,300
301,301
302,302
303,303
304,304
305,305
306,306
307,307
308,308
309,309
310,310
311,311
312,312
313,313
314,314
315,315
316,316
317,317
318,318
319,319
320,320
321,321
322,322
323,323
324,324
325,325
326,326
327,327
328,328
329,329
330,330
331,331
332,332
333,333
334,334
335,335
336,336
337,337
338,338
339,339
340,340
341,341
342,342
343,343
344,344
345,345
346,346
347,347
348,348
349,349
350,350
351,351
352,352
353,353
354,354
355,355
356,356
357,357
358,358
359,359
360,360
361,361
362,362
363,363
364,364
365,365
366,366
367,367
368,368
369,369
370,370
371,371
372,372
373,373
374,374
375,375
376,376
377,377
378,378
379,379
380,380
381,381
382,382
383,383
384,384
385,385
386,386
387,387
388,388
389,389
390,390
391,391
392,392
393,393
394,394
395,395
396,396
397,397
398,398
399,399
400,400
401,401
402,402
403,403
404,404
405,405
406,406
407,407
408,408
409,409
410,410
411,411
412,412
413,413
414,414
415,415
416,416
417,417
418,418
419,419
420,420
421,421
422,422
423,423
424,424
425,425
426,426
427,427
428,428
429,429
430,430
431,431
432,432
433,433
434,434
435,435
436,436
437,437
438,438
439,439
440,440
441,441
442,442
443,443
444,444
445,445
446,446
447,447
448,448
449,449
450,450
451,451
452,452
453,453
454,454
455,455
456,456
457,457
458,458
459,459
460,460
461,461
462,462
463,463
464,464
465,465
466,466
467,467
468,468
469,469
470,470
471,471
472,472
473,473
474,474
475,475
476,476
477,477
478,478
479,479
480,480
481,481
482,482
483,483
484,484
485,485
486,486
487,487
488,488
489,489
490,490
491,491
492,492
493,493
494,494
495,495
496,496
497,497
498,498
499,499
500,500
501,501
502,502
503,503
504,504
505,505
506,506
507,507
508,508
509,509
510,510
511,511

0;418,75.695039,50,75.977214,300,76.227016,33,76.390855,9,76.973330,117,77.065171,340,77.702548,449,77.996866,268,78.194325,213,78.276258,445,78.492800,385,78.514085,461,78.739345,503,79.024313,374,79.147665,105,79.229757,506,79.306580,460,79.363664,327,79.747707,346,79.941533,391,79.982543,177,79.989932,111,80.109516,329,80.119054,377,80.159982,363,80.303944,358,80.477795,379,80.520757,457,80.578859,323,80.675401,350,80.737631,510,80.748618,343,80.779829,354,80.871361,279,80.917749,211,80.992980,441,81.017072,51,81.097438,356,81.098875,122,81.124293,157,81.225596,410,81.230679,288,81.319332,261,81.424173,370,81.472976,167,81.536529,72,81.556260,387,81.579550,471,81.657359,19,81.728608,7,81.761960,446,81.767859,35,81.783628,473,81.865960,367,81.930553,121,81.951904,286,82.132796,82,82.248624,487,82.259300,274,82.329183,94,82.447984,485,82.472116,351,82.482204,365,82.503906,221,82.517212,278,82.555046,10,82.577188,91,82.583397,336,82.585857,415,82.586282,314,82.588821,474,82.666750,298,82.692374,382,82.704401,463,82.729526,282,82.757938,25,82.873056,341,83.004084,56,83.011535,283,83.123900,448,83.157182,69,83.209724,227,83.214339,437,83.366396,65,83.390621,150,83.449294,352,83.556114,170,83.558421,505,83.640655,220,83.681965,108,83.695548,453,83.711525,404,83.763895,193,83.846055,480,83.867464,447,83.892379,500,83.918011,133,83.947600,496,84.074637,470,84.164857,114,84.172006,399,84.236554,249,84.269888,77,84.457061,328,84.541709,230,84.735465,138,84.783685,332,84.810120,310,84.821708,483,84.900848,264,84.943790,147,84.976481,148,84.989699,450,85.008961,432,85.026077,458,85.058309,388,85.099934,489,85.103358,102,85.108850,180,85.114530,75,85.124792,18,85.160617,13,85.238491,76,85.249782,438,85.261361,233,85.296146,311,85.337143,4,85.484003,383,85.587198,106,85.594328,204,85.603549
1;104,6.522731,483,6.890776,101,6.955018,463,7.020064,253,7.848783,123,8.074461,450,8.851221,97,9.001800,150,9.514128,134,9.566763,364,9.902864,160,10.111346,391,10.310990,437,10.357388,180,10.568211,0,10.809550,464,11.095981,193,11.221128,78,11.397998,12,11.630061,89,11.664222,241,11.748493,46,11.861360,102,11.907440,26,11.987486,196,12.063431,400,12.135529,208,12.195684,86,12.338130,85,12.405335,478,12.498892,384,12.547383,106,12.593564,224,12.705438,120,12.715616,287,12.728127,328,12.856821,341,12.863996,458,12.902940,454,12.915695,170,12.957022,25,12.988274,108,12.989501,362,13.059073,264,13.085644,54,13.149828,503,13.156770,408,13.210376,48,13.275248,283,13.330063,138,13.384565,316,13.455474,336,13.475570,30,13.476602,118,13.608450,43,13.610326,346,13.631334,468,13.685870,342,13.734801,266,13.765772,169,14.048130,471,14.083233,494,14.091144,324,14.098120,489,14.140950,383,14.166470,318,14.178287,502,14.187601,460,14.193428,377,14.214144,236,14.244305,443,14.245939,231,14.271734,370,14.276115,340,14.314492,290,14.447051,223,14.458711,212,14.484632,132,14.512576,355,14.543481,38,14.572483,351,14.610002,439,14.627502,87,14.627973,22,14.630001,294,14.657246,298,14.665318,261,14.667650,19,14.681283,363,14.777511,338,14.784840,154,14.903009,185,14.955971,422,15.042814,441,15.044922,147,15.131981,176,15.166910,151,15.286231,307,15.307856,59,15.377038,232,15.392020,374,15.416753,103,15.452876,504,15.472052,274,15.519565,323,15.529802,199,15.548429,75,15.580485,500,15.606885,268,15.619962,498,15.685003,354,15.746353,327,15.754619,186,15.807641,9,15.839778,73,15.849921,416,15.860726,368,15.893942,382,15.897607,481,15.900378,474,16.025689,211,16.063350,247,16.096254,92,16.122245,171,16.132411,65,16.144962,142,16.155073,304,16.213833,222,16.221110,110,16.233639,105,16.326735,404,16.330545,375,16.478953
2;295,27.534781,423,27.669783,195,28.643970
